V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1.7252646562893998,-1.33725591897732,-1.01268723242643,-0.36165646305571,-1.43161111889061,-1.09868096845893,-0.842273887126662,-0.0265944110506586,-0.0324086916165902,0.215113318307544,1.61895150503185,-0.654046264579398,-1.44266461523722,-1.54653810978053,-0.230008312640385,1.7855394171318,1.41979300542346,0.0716655169994881,0.233031136382231,0.275911461860843,0.4145235485188149,0.7934336215961421,0.0288866294600233,0.4194208769277949,-0.367528629738171,-0.155634494802802,-0.0157676762994166,0.0107902703341145,189.0,0
0.6832538454079009,-1.68187485991481,0.53334933577086,-0.326064340653769,-1.45560260160191,0.101831722110939,-0.5205903667987639,0.114036026045546,-0.601759616975508,0.444011204590068,1.52157013178839,0.4992021191243189,-0.127848980889118,-0.237253049253843,-0.75235122116744,0.667190352382783,0.724785310333877,-1.73661452784482,0.7020878391427021,0.638185555288354,0.116897941580908,-0.3046053731155769,-0.1255469631189419,0.244847767679686,0.0691630813041917,-0.460711620731197,-0.0170682293222289,0.0635420639739848,315.17,0
1.06797296370324,-0.656667445259896,1.02973755783637,0.253898950951056,-1.17271473849908,0.07323151822302,-0.745770542381217,0.249803356982707,1.38305708281447,-0.483770935117121,-0.782779719300234,0.0052418268925284,-1.27328755361203,-0.26926019063241,0.091286972725163,-0.34797260531008,0.49532820104664,-0.925949076785336,0.0991380015307017,-0.0838588216798934,-0.189314728482633,-0.426743268840663,0.0795386378051091,0.1296917322673549,0.0027784988416419,0.9704978258780692,-0.0350555791855653,0.0173125091431444,59.98,0
0.119513434063762,0.729275299216247,-1.67887887582355,-1.55140768775895,3.1289138759345,3.2106322016797297,0.356276169539105,0.92037445053227,-0.160588619591978,-0.801747534694645,0.137340521627608,-0.156739828721319,-0.429387605818094,-0.752391517150042,0.155271798387776,0.215068493009769,0.35222218055061,-0.376167525899574,-0.3989200923459269,0.0437152298275647,-0.335824702916238,-0.90617079864203,0.108350039376946,0.593062338007319,-0.424302819549998,0.1642008687215199,0.245880852221372,0.0710289745733818,0.89,0
1.27125284940335,0.275694483287479,0.159568036492662,1.00309576511593,-0.12853459548889,-0.608729738286472,0.0887774135032596,-0.145336127270675,0.156047118066144,0.022707110015142,-0.963306374645205,-0.228073586073513,-0.324932986028689,0.390608594103586,1.06592325152319,0.285929897328686,-0.62707223016865,0.170174816440504,-0.2159117682133819,-0.147394365073171,0.0319579001040591,0.12350276602637,-0.1745277733635059,-0.147534893417906,0.735909092789256,-0.262269751252271,0.0155768181730639,0.0159546191894633,6.53,0
-2.04838783495972,-2.0707028909592102,0.567587483262378,0.1259869920986649,3.3322185102374897,-2.13941569776932,-0.451742592183427,-0.13270354110886,0.0669433952645539,-0.271045737244408,-1.03394893253748,-0.5933375460504361,-0.8223494113944441,0.5122698410482249,0.968195997843065,-0.5356593628870739,-0.400839661549572,0.330422538756169,0.205001037628396,0.7557478332691481,0.495634744891875,0.7525621996001959,0.18496730980451,0.607580473239092,0.3232870874872819,-0.0921738366428455,-0.159260500099454,-0.0267352976217178,49.5,0
0.24468282320201,0.788305975089981,0.1940462686326939,0.672979161043158,-0.656488762360631,-0.437876857265562,-0.4994557193325379,-1.5131010532591498,0.5321421609008039,0.363574097550533,-0.2060830592428069,-0.6724802688651881,-2.07039385077294,0.633936162261638,1.48208955699211,-0.1687718405803009,0.340170963604143,-0.616309416290974,-0.156340531780097,-0.6342527544078871,1.4203915484874698,-0.9143451311284228,0.7464502469372049,0.2869638252121019,-1.3304907177066398,-0.0132897941621159,-0.112603982616949,-0.11982007431191,9.99,0
1.2515966184086398,-1.4522919809481298,0.657897118248171,-1.4103941100366797,-1.69246873985046,-0.1795527385925089,-1.19435464248838,-0.0504638026140876,-1.9574623244563296,1.50276241661416,1.05644490070014,0.291090224744126,1.74416685345498,-0.576032081761789,0.0363161273146794,0.110106100257573,-0.0602393227611881,0.869247586758537,-0.105954663955848,0.0124797309195656,0.1091515362667409,0.507405229360313,-0.200820248527788,0.0423998907903058,0.380728747878762,-0.0600446460312263,0.0373545338881545,0.0365521649654704,128.0,0
-0.198071574086999,-2.98352350804735,0.151695132418123,-0.3971946958642439,-2.06681259830516,-0.260755797881103,0.299908036336751,-0.2287022703176369,2.17032734931409,-1.72392765807421,-0.6751369663988729,1.69472798817231,1.16767584281826,-0.740835407242835,-0.292582650930736,-1.08146126997662,0.434010284520711,-0.188094354531671,0.927080618521925,1.48254382000717,0.46032529602851,0.190557700064349,-0.825536973104538,0.5701077518595881,0.410124024082184,0.0870744345440942,-0.0740278428342835,0.151390465858649,750.0,0
1.23226420123857,0.185777863885918,-0.0293764682781332,0.674765505030532,0.407075768965945,0.5624552952822149,-0.1236806359965969,0.1944929041696189,-0.0737450958553884,0.134661235731306,0.446871805985633,0.419215733510543,-0.218974186413989,0.556734290028822,0.697695134380506,0.43490395241061,-0.8522695266916741,0.304847768296259,0.0019425290264047,-0.148675607223005,-0.0566710476354924,-0.1450379717963399,-0.140785470729715,-1.16524904237917,0.583648475841793,-0.352931463695811,0.0315141844753104,-0.0008179436516722,2.5,0
